Assettype Quantity,Associatedgsp,Bulk supply point,Connectivity Voltage(kv),Constraint description,Constraint occurrence year,Constraint season,Current status,Customers served,Dnoa result,Dnoa result description,Dnoa result history 2023,Dnoa result history 2024,Dnoa result history 2025,Deviation,Deviation Percentage,ECR < 1MVA Accepted to connect,ECR < 1MVA Already connected,ECR > 1MVA Accepted to connect,ECR > 1MVA Already connected,Expectedcompletionyear,Expectedstartyear,Firm Capacity,Flexibility procurement 2024/25,Flexibility procurement 2025/26,Flexibility procurement 2026/27,Flexibility procurement 2027/28,Flexibility procurement 2028/29,Generation Capacity,Generation Headroom Mw,Grid supply point,Justification,Ltdsname,Site,Spare Summer,Spare Winter,Substation title,Substation Or Circuit,Total gen <1 (mw),Total gen >1 (mw),Total Ecr Capacity,Traditional solution,Transformer 1 Summer,Transformer 1 Winter,Transformer 2 Summer,Transformer 2 Winter,Transformer 3 Summer,Transformer 3 Winter,Transformer 4 Summer,Transformer 4 Winter,Transformer 5 Summer,Transformer 5 Winter,Transformer 6 Summer,Transformer 6 Winter,Transformer 7 Summer,Transformer 7 Winter,Transformer 8 Summer,Transformer 8 Winter,Type,Assessment Date,Asset Export Limit,Asset Import Limit,Calculated Resistance,County,Date Commissioned,Easting,Grid Reference,Installed Capacity MVA,Last Report,Licence Area,Local Authority,Local Authority Code,Max Demand Summer,Max Demand Winter,Maximum Observed Power Flow,Measured Resistance (Ohm),Minimum Observed Power Flow,Next Assessment Date,Northing,Postcode,Power Transformer Count,Reverse Power,Site Classification,Site Functional Location,Site Name,Site Type,Site Voltage,Spatial Coordinates,Street,Suburb,Technical Limit Export,Technical Limit Import Access Period,Technical Limit Import Summer,Technical Limit Import Winter,Town City,Transformer Rating Summer,Transformer Rating Winter,What3Words
,,Leatherhead 132kV,,,,,,,,,,,,No,0.0,0.0,0.1056,0.0,0.0,,,19.2,,,,,,20.0,19.8944,West Weybridge SGT,,,,10.75,9.22,,,0.1056,0.0,0.1056,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2019-03-11,360.0,660.0,3.96Ω 0.00Deg,Surrey,1932-04-01,511537,TQ1153753822,0.0,ELP02013009-R01,South Eastern Power Networks (SPN),Guildford,E07000209,8.8,14.4,364.26,0.07,138.53,2035-11-26,153822,KT24 5SP,2,100%,COLD,SPN-S000000008397,EFFINGHAM 33/11KV,Primary Substation,33,"51.2726415464543, -0.402462533824124",ORESTAN LANE,\N,0.0,0.0,0.0,0.0,EFFINGHAM,"20, 20","24, 24",roof.washed.runs
,,Chessington Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.4856256,0.0,0.0,,,16.32,,,,,,8.5,8.0143744,Chessington SGT 1 & SGT 4A,,,,3.94,4.51,,,0.4856256,0.0,0.4856256,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2019-03-05,0.0,0.0,2.50Ω 0.00Deg,Surrey,1954-04-01,521311,TQ2131160842,0.0,ELP02013005-R01,South Eastern Power Networks (SPN),Epsom and Ewell,E07000208,12.9,18.3,0.0,0.16,0.0,2035-11-26,160842,KT17 4JU,2,<100%,COLD,SPN-S000000008398,EPSOM 33/11KV,Primary Substation,33,"51.3337398427694, -0.260030997727387",DEPORT ROAD,\N,0.0,0.0,0.0,0.0,EPSOM,"17, 17","23, 23",reach.wipe.repair
,,Sellindge Local 33kV,,,,,,,,,,,,Yes,75.40495867768595,0.2976,0.0,0.0,0.0,,,16.32,,,,,,3.5,3.2024,Sellindge SGT2 & 3 & Richborough SGT,,,,6.24,8.35,,,0.2976,0.0,0.2976,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2013-12-23,240.0,240.0,0.12Ω 0.00Deg,Kent,1932-04-01,602732,TR0273243598,1.21,P-13-2590-02,South Eastern Power Networks (SPN),Ashford,E07000105,10.5,14.3,175.86,\N,62.19,2028-11-26,143598,TN24 9RD,2,3.5MVA,COLD,SPN-S000000008402,ASHFORD EAST,Primary Substation,33,"51.1557116830767, 0.897683010752673",KENNINGTON ROAD,WILLESBOROUGH,67.7,254.8,210.0,275.8,ASHFORD,"17, 17","23, 23",blows.frogs.spell
,,Canterbury South 33kV,,,,,,,,,,,,No,0.0,0.768,1.68,0.0,0.0,,,32.64,,,,,,8.5,6.052,Canterbury SGT,,,,9.41,9.41,,,2.448,0.0,2.448,,17.0,23.0,17.0,23.0,17.0,23.0,,,,,,,,,,,,2010-10-26,0.0,0.0,0.14Ω 0.00Deg,Kent,1938-04-01,615244,TR1524458503,0.0,P-10-696-131,South Eastern Power Networks (SPN),Canterbury,E07000106,24.2,36.2,0.0,\N,0.0,2030-11-26,158503,CT1 1BW,3,<100%,HOT,SPN-S000000008410,CANTERBURY TOWN 33KV,Primary Substation,33,"51.2849764326037, 1.08527611524698",KINGSMEAD ROAD,\N,0.0,0.0,0.0,0.0,CANTERBURY,"17, 17, 17","23, 23, 23",food.super.also
,,Ashford Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.14400000000000002,0.0,0.0,,,17.28,,,,,,9.0,8.856,Ninfield SGT,,,,8.35,11.71,,,0.14400000000000002,0.0,0.14400000000000002,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2017-06-01,720.0,720.0,1.23Ω 0.00Deg,Kent,1950-04-01,589104,TQ8910452406,0.0,ESL1991024-R01,South Eastern Power Networks (SPN),Maidstone,E07000110,9.3,11.8,387.81,0.1,90.22,2028-11-26,152406,ME17 2PZ,2,<100%,COLD,SPN-S000000008414,HARRIETSHAM 33/11KV,Primary Substation,33,"51.2394868801445, 0.707680376471689",HAM LANE,\N,95.8,467.0,336.7,490.7,HARRIETSHAM,"18, 18","24, 24",hiding.daydreams.fidget
,,Goddards Green Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.8089728,0.0,0.0,,,36.48,,,,,,20.0,19.1910272,Bolney SGT,,,,19.49,20.83,,,0.8089728,0.0,0.8089728,,20.0,25.0,20.0,25.0,18.0,23.0,,,,,,,,,,,,2007-12-05,1100.0,1104.0,NA,West Sussex,1933-04-01,533068,TQ3306824022,0.0,S-07-199,South Eastern Power Networks (SPN),Mid Sussex,E07000228,17.7,26.3,636.07,0.05,-18.0,2025-11-26,124022,RH16 3NY,3,100%,COLD,SPN-S000000008415,HAYWARDS HEATH 33KV,Primary Substation,33,"51.0002103715972, -0.104972784313039",ELECTRA HOUSE CHURCH RD,\N,176.8,776.8,670.3,837.9,HAYWARDS HEATH,"20, 20, 18","25, 25, 23",racetrack.diet.mile
,,Ninfield Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.048,0.0,0.0,,,10.56,,,,,,5.5,5.452,Ninfield SGT,,,,5.28,7.2,,,0.048,0.0,0.048,,11.0,15.0,11.0,15.0,,,,,,,,,,,,,,2016-07-27,720.0,720.0,8.89Ω 0.00Deg,East Sussex,1935-04-01,561310,TQ6131022977,0.0,ESL1520020-R01 RA,South Eastern Power Networks (SPN),Wealden,E07000065,5.5,7.5,387.81,0.42,90.22,2040-11-22,122977,TN21 8UG,2,<100%,HOT,SPN-S000000008416,BROADOAK 33/11KV,Primary Substation,33,"50.9836035710203, 0.296735092609588",BURWASH ROAD,\N,95.8,467.0,336.7,490.7,BROADOAK,"11, 11","15, 15",pens.reframe.modifies
,,Northfleet East 33kV,,,,,,,,,,,,Yes,5.020352781546813,0.14208,0.3168,7.0,0.0,,,9.6,,,,,,10.0,2.5411200000000003,Northfleet East,,,,6.91,9.79,,,0.45888000000000007,7.0,7.45888,,10.0,13.0,10.0,13.0,,,,,,,,,,,,,,2020-02-28,480.0,720.0,0.73Ω 0.00Deg,Kent,1951-04-01,587082,TQ8708275264,7.37,ELP03608002-R01,South Eastern Power Networks (SPN),Medway,E06000035,2.8,2.8,363.01,0.04,137.72,2036-11-26,175264,ME3 0AD,2,100%,COLD,SPN-S000000008425,GRAIN 33/11KV,Primary Substation,33,"51.4454596154901, 0.690750147406203",NR GRAIN,\N,225.0,436.6,342.5,460.0,ISLE OF GRAIN,"10, 10","13, 13",native.repaying.incisions
,,,,The site is expected to be overloaded under an N-1 outage condition due to limited interconnection capacity.,2025,Winter,Flexibility procurement,1068.0,Flexibility,We have partially fulfilled the system needs through our Autumn 2024 flexibility tender. We will continue procuring flexibility in the next events to fulfil the system needs.,Flexibility,Flexibility,Flexibility,No,0.0,0.0,0.0,0.0,0.0,,,4.8,>100%,<10%,<10%,\N,\N,2.5,2.5,,,,Single site,3.17,4.8,Leysdown,,0.0,0.0,0.0,"In order to increase capacity at the site the traditional solution is to, • Replace the existing transformer • Install an additional transformer • Replace the 6.6 kV switchgear • Increase the capacity of the 33 kV circuits",5.0,7.0,,,,,,,,,,,,,,,Demand,2011-06-06,0.0,0.0,0.03Ω 0.00Deg,Kent,1964-04-01,602533,TR0253370569,0.0,06-06-11,South Eastern Power Networks (SPN),Swale,E07000113,1.7,2,0.0,\N,0.0,2030-11-26,170569,ME12 4NA,1,<100%,COLD,SPN-S000000008427,LEYSDOWN 33/6.6KV,Primary Substation,33,"51.3979887713718, 0.910114948831975",LEYSDOWN ROAD,\N,0.0,0.0,0.0,0.0,OPP WARDEN BAY ROAD,5,7,taxi.candles.mastering
,,Ashford Grid 33kV,,The site is expected to be overloaded under an N-1 outage condition due to limited transformer capacity.,2029,Winter,Signposting,2990.0,Signposting,The latest load forecasts have postoponed the needs to years 3 to 5. We will award flexibility proactively and monitor the updated forecast.,Flexibility,Flexibility,Signposting,No,0.0,0.0,0.144,0.0,0.0,,,6.72,\N,\N,\N,\N,\N,3.5,3.356,Ninfield SGT,,,Single site,2.4,0.19,Little Chart,,0.144,0.0,0.144,In order to increase capacity at the site the traditional solution is to replace the existing transformers.,7.0,7.0,7.0,7.0,,,,,,,,,,,,,Demand,2010-10-22,720.0,720.0,NA,Kent,1932-04-01,594299,TQ9429945918,0.0,P-10-696-37,South Eastern Power Networks (SPN),Ashford,E07000105,4.5,6.8,387.81,0.14,90.22,2028-11-26,145918,TN27 0PS,2,"<100%, 100%",HOT,SPN-S000000008428,LITTLE CHART 33/6.6KV,Primary Substation,33,"51.1794719381613, 0.77849901750368",ASHFORD ROAD,\N,95.8,467.0,336.7,490.7,LITTLE CHART,"7, 7","7, 7",recording.fees.charts
,,Hartley Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.9051264,0.0,0.0,,,7.68,,,,,,4.0,3.0948736,Ninfield SGT,,,,3.07,7.39,,,0.9051264,0.0,0.9051264,,8.0,15.0,8.0,15.0,,,,,,,,,,,,,,2016-06-23,720.0,720.0,NA,Kent,1930-04-01,574189,TQ7418944773,0.0,ESL0677-R02,South Eastern Power Networks (SPN),Maidstone,E07000110,4.8,7.3,387.81,0.09,90.22,2027-11-26,144773,TN12 9QS,2,<100%,COLD,SPN-S000000008433,MARDEN 33/11KV,Primary Substation,33,"51.1756619558011, 0.490534373189508",PATTENDEN ROAD,\N,95.8,467.0,336.7,490.7,MARDEN,"8, 8","15, 15",critic.jigging.fond
,,Guildford Grid 33kV,,,,,,,,,,,,No,0.0,0.4032,0.7151616,0.0,0.0,,,19.2,,,,,,20.0,18.8816384,West Weybridge SGT,,,,8.83,8.54,,,1.1183616,0.0,1.1183616,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2015-10-20,360.0,660.0,18.30Ω 0.00Deg,Surrey,1955-04-01,501615,TQ0161551216,0.0,ESL0952010-R01 RB,South Eastern Power Networks (SPN),Guildford,E07000209,10.8,15.1,364.26,0.05,138.53,2025-11-26,151216,GU1 2LQ,2,100%,COLD,SPN-S000000008435,MERROW 33/11,Primary Substation,33,"51.2510701377563, -0.545385789244119",MERROW,\N,0.0,0.0,0.0,0.0,GUILDFORD,"20, 20","24, 24",volunteered.finds.yard
,,Hartley Grid 33kV,,,,,,,,,,,,No,0.0,0.072,0.0698496,0.0,0.0,,,9.6,,,,,,10.0,9.8581504,Ninfield SGT,,,,2.5,2.88,,,0.1418496,0.0,0.1418496,,10.0,13.0,10.0,13.0,,,,,,,,,,,,,,2014-02-06,720.0,720.0,0.15Ω 0.00Deg,East Sussex,1931-04-01,572420,TQ7242019490,0.0,P-14-3397-01,South Eastern Power Networks (SPN),Rother,E07000064,7.4,10,387.81,\N,90.22,2040-11-22,119490,TN32 5LA,2,100%,HOT,SPN-S000000008438,MOUNTFIELD 33KV,Primary Substation,33,"50.9490589725163, 0.453212451572045",BRITISH GYPSUM MINES,\N,95.8,467.0,336.7,490.7,MOUNTFIELD,"10, 10","13, 13",short.feast.etchings
,,Lewes Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.150912,0.0,0.0,,,10.56,,,,,,5.0,4.849088,Bolney SGT,,,,5.47,5.38,,,0.150912,0.0,0.150912,,11.0,15.0,11.0,15.0,,,,,,,,,,,,,,2016-07-26,1100.0,1104.0,3.23Ω 0.00Deg,East Sussex,1932-04-01,540682,TQ4068222235,0.0,ESL1520021-R01 RB,South Eastern Power Networks (SPN),Lewes,E07000063,5.3,9.4,636.07,0.32,-18.0,2039-11-26,122235,BN8 4JJ,2,5MVA,HOT,SPN-S000000008439,NEWICK 33/11KV,Primary Substation,33,"50.9823414683587, 0.00277667906573153",FLETCHING COMMON,\N,176.8,776.8,670.3,837.9,NEWICK,"11, 11","15, 15",blinking.encloses.dearest
,,Sutton Grid 33kV,,,,,,,,,,,,Yes,5.0574712643678135,0.0,0.2773152,0.0,5.782,,,19.2,,,,,,20.0,13.9406848,Beddington SGT,,,,11.33,12.0,,,0.2773152,5.782,6.0593152,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2022-01-27,480.0,720.0,0.16Ω 25.90Deg,Surrey,1965-04-01,524691,TQ2469160177,6.09,ELP07262005-R01,South Eastern Power Networks (SPN),Reigate and Banstead,E07000211,8.2,11.5,403.34,\N,121.64,2038-11-26,160177,SM7 1RR,2,100%,COLD,SPN-S000000008442,NORK 33/11KV,Primary Substation,33,"51.3270328135871, -0.211770441737952",BRIGHTON ROAD,\N,0.0,0.0,0.0,0.0,BANSTEAD,"20, 20","24, 24",string.bright.mint
,,Chessington Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.096,0.0,0.0,,,14.4,,,,,,15.0,14.904,Chessington SGT 1 & SGT 4A,,,,5.09,6.53,,,0.096,0.0,0.096,,15.0,20.0,15.0,20.0,,,,,,,,,,,,,,2019-03-28,0.0,0.0,14.50Ω 0.00Deg,Surrey,1957-04-01,518652,TQ1865264249,0.0,ELP02013003-R01,South Eastern Power Networks (SPN),Kingston upon Thames,E09000021,9.7,13.2,0.0,0.06,0.0,2035-11-26,164249,KT9 1JE,2,100%,COLD,SPN-S000000008445,NORTH CHESSINGTON 33KV,Primary Substation,33,"51.3649215474678, -0.297046427829081",MOUNT ROAD,\N,0.0,0.0,0.0,0.0,CHESSINGTON,"15, 15","20, 20",learn.lowest.forms
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,4.8,,,,,,5.0,5.0,,,,,1.44,1.82,,,0.0,0.0,0.0,,5.0,7.0,5.0,7.0,,,,,,,,,,,,,,2016-09-13,0.0,0.0,0.59Ω 0.00Deg,East Sussex,1931-04-01,583224,TQ8322424058,0.0,ESL1520027-R01 RA,South Eastern Power Networks (SPN),Rother,E07000064,3.5,5.1,0.0,0.27,0.0,2027-11-26,124058,TN31 6NJ,2,100%,HOT,SPN-S000000008446,NORTHIAM 33KV,Primary Substation,33,"50.9867631245393, 0.609152845255805",B2088,\N,0.0,0.0,0.0,0.0,NORTHIAM,"5, 5","7, 7",gagging.dispensed.lamps
,,Worthing Grid A 33kV,,,,,,,,,,,,No,0.0,0.14208,0.1488,0.0,0.0,,,19.2,,,,,,20.0,19.70912,Bolney SGT,,,,8.26,6.82,,,0.29088,0.0,0.29088,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2016-05-10,1100.0,1104.0,4.30Ω 0.00Deg,West Sussex,1950-04-01,513291,TQ1329105501,0.0,ESL1520004-R01,South Eastern Power Networks (SPN),Worthing,E07000229,11.4,16.9,636.07,0.11,-18.0,2031-11-26,105501,BN13 2RU,2,100%,COLD,SPN-S000000008449,NORTH WORTHING 33KV,Primary Substation,33,"50.8379588886728, -0.39243963618646",OFFINGTON LANE,\N,176.8,776.8,670.3,837.9,WORTHING,"20, 20","24, 24",shell.quaking.tallest
,,Leigh Grid 33kV,,,,,,,,,,,,Yes,5.033647375504707,0.096,0.504,0.0,7.056,,,17.28,,,,,,18.0,10.344,Bolney SGT,,,,4.22,4.32,,,0.6,7.056,7.656,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2019-05-30,1100.0,1104.0,2.50Ω 0.00Deg,Surrey,1950-04-01,529241,TQ2924150055,7.43,ELP02013019-R01,South Eastern Power Networks (SPN),Tandridge,E07000215,13.6,19.5,636.07,0.15,-18.0,2035-11-26,150055,RH1 4EF,2,100%,COLD,SPN-S000000008450,NUTFIELD 33KV,Primary Substation,33,"51.2350505862432, -0.150161113209501",FULLERS WOOD LANE,\N,176.8,776.8,670.3,837.9,NUTFIELD,"18, 18","24, 24",marked.fingernails.senior
,,Eastbourne Grid 33kV,,,,,,,,,,,,No,0.0,0.288,0.288,0.0,0.0,,,19.2,,,,,,20.0,19.424,Ninfield SGT,,,,11.71,11.33,,,0.576,0.0,0.576,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2014-02-05,720.0,720.0,0.06Ω 0.00Deg,East Sussex,1963-04-01,559774,TQ5977400370,0.0,P-14-3398-01,South Eastern Power Networks (SPN),Eastbourne,E07000061,7.8,12.2,387.81,\N,90.22,2040-11-22,100370,BN21 1TS,2,100%,COLD,SPN-S000000008452,OCKLYNGE 33,Primary Substation,33,"50.7808995801237, 0.26499704038979",OPP 34 RODMILL DRIVE,\N,95.8,467.0,336.7,490.7,EASTBOURNE,"20, 20","24, 24",fills.rescue.necks
,,Brighton Local 33kV,,,,,,,,,,,,No,0.0,0.192,0.0,0.0,0.0,,,19.2,,,,,,20.0,19.808,Bolney SGT,,,,8.26,6.82,,,0.192,0.0,0.192,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2019-10-01,1100.0,1104.0,16.90Ω 0.00Deg,East Sussex,1963-04-01,532145,TQ3214504966,0.0,ELP02808-R01,South Eastern Power Networks (SPN),Brighton and Hove,E06000043,11.4,16.9,636.07,0.13,-18.0,2031-11-26,104966,BN2 9XA,2,100%,COLD,SPN-S000000008461,QUEENS PARK 33/11KV,Primary Substation,33,"50.8291564762808, -0.125014991205154",QUEENS PARK,\N,176.8,776.8,670.3,837.9,BRIGHTON,"20, 20","24, 24",move.exile.cuts
,,Sittingbourne Grid 33kV,,,,,,,,,,,,Yes,16.540782122905046,0.144,1.9420800000000003,0.0,1.7,,,19.2,,,,,,20.0,16.21392,Kemsley SGT,,,,5.66,2.88,,,2.0860800000000004,1.7,3.78608,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2019-02-27,0.0,0.0,2.03Ω 0.00Deg,Kent,1954-04-01,580934,TQ8093465548,1.79,ELP02035-R01,South Eastern Power Networks (SPN),Medway,E06000035,14.1,21,0.0,0.2,0.0,2036-11-26,165548,ME8 0DT,2,100%,HOT,SPN-S000000008462,RAINHAM PRIMARY 33/11KV,Primary Substation,33,"51.360183061898, 0.597427807179726",MAIDSTONE ROAD,RAINHAM,0.0,0.0,0.0,0.0,GILLINGHAM,"20, 20","24, 24",tailed.lame.sunbeam
,,Twickenham Grid 33kV,,,,,,,,,,,,No,0.0,0.8832,0.0,0.0,0.0,,,33.6,,,,,,19.0,18.1168,Laleham SGT,,,,16.9,19.2,,,0.8832,0.0,0.8832,,19.0,24.0,19.0,24.0,16.0,20.0,,,,,,,,,,,,2018-08-21,0.0,0.0,NA,Surrey,1957-04-01,518068,TQ1806875070,0.0,ELP0062020-R01,South Eastern Power Networks (SPN),Richmond upon Thames,E09000027,17.4,24,74.3,0.19,22.72,2034-11-26,175070,TW9 1AP,3,100%,COLD,SPN-S000000008466,RICHMOND 33/11KV,Primary Substation,33,"51.4622985222377, -0.301831335767559",ADJ CAR PARK,\N,0.0,0.0,0.0,0.0,RICHMOND,"19, 19, 16","24, 24, 20",trail.chief.window
,,Northfleet East 33kV,,,,,,,,,,,,No,0.0,0.0,0.048,0.0,0.0,,,14.4,,,,,,18.0,17.952,Northfleet SGT,,,,5.47,4.8,,,0.048,0.0,0.048,,18.0,23.0,15.0,20.0,,,,,,,,,,,,,,2020-03-23,0.0,0.0,0.28Ω 0.00Deg,Kent,1954-04-01,563726,TQ6372674080,0.0,ELP03608003-R01,South Eastern Power Networks (SPN),Gravesham,E07000109,9.3,15,0.0,0.0,0.0,2036-11-26,174080,DA11 9LN,2,100%,HOT,SPN-S000000008470,ROSHERVILLE 33/6.6KV,Primary Substation,33,"51.4420512131409, 0.354433040667689",AND THAMES WAY,\N,0.0,0.0,0.0,0.0,GRAVESEND,"18, 15","23, 20",little.rods.lung
,,Tunbridge Wells 132kV,,,,,,,,,,,,No,0.0,0.096,0.0,0.0,0.0,,,9.6,,,,,,10.0,9.904,Northfleet SGT,,,,6.53,7.87,,,0.096,0.0,0.096,,10.0,13.0,10.0,13.0,,,,,,,,,,,,,,2021-08-19,0.0,0.0,3.49Ω 0.00Deg,Kent,1965-04-01,556034,TQ5603440336,0.0,ELP05286016-R01,South Eastern Power Networks (SPN),Tunbridge Wells,E07000116,3.2,4.8,0.0,0.16,0.0,2037-11-26,140336,TN4 8UU,2,100%,HOT,SPN-S000000008474,RUSTHALL 33KV,Primary Substation,33,"51.1410332117177, 0.22911278100141",RUSTHALL,\N,0.0,0.0,0.0,0.0,TUNBRIDGE WELLS,"10, 10","13, 13",huddling.blows.respected
,,Dartford Grid A 33kV,,,,,,,,,,,,No,4.942965779467677,0.0,0.0,0.0,7.5,,,14.4,,,,,,15.0,7.5,Littlebrook SGT,,,,6.72,8.74,,,0.0,7.5,7.5,,15.0,20.0,,,,,,,,,,,,,,,,2018-10-24,0.0,0.0,10.60Ω 0.00Deg,Kent,1952-04-01,547896,TQ4789670338,7.89,ELP01641-R01,South Eastern Power Networks (SPN),Bromley,E09000006,8,10.9,0.0,0.18,0.0,2026-11-26,170338,DA14 5AJ,1,100%,HOT,SPN-S000000008475,RUXLEY 33/11KV,Primary Substation,33,"51.4127791103607, 0.125274797075072",RUXLEY,\N,0.0,0.0,0.0,0.0,SIDCUP,"15, 15","20, 20",solved.over.stud
,,Guildford Grid 33kV,,,,,,,,,,,,Yes,5.128205128205133,0.0,0.24,0.0,2.96,,,19.2,,,,,,20.0,16.8,West Weybridge SGT,,,,8.93,7.78,,,0.24,2.96,3.2,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2011-03-30,360.0,660.0,0.19Ω 0.00Deg,Surrey,1949-04-01,500122,TQ0012247224,3.12,P-11-1065,South Eastern Power Networks (SPN),Guildford,E07000209,10.7,15.9,364.26,\N,138.53,2025-11-26,147224,GU4 8BN,2,100%,HOT,SPN-S000000008482,SHALFORD 33/11,Primary Substation,33,"51.2154495773645, -0.567885507380055",GUILDFORD ROAD,\N,0.0,0.0,0.0,0.0,SHALFORD,"20, 20","24, 24",retain.museum.acute
,,Ashburton Grid 33kV,,,,,,,,,,,,No,0.0,0.12288,0.1152,0.0,0.0,,,19.2,,,,,,20.0,19.76192,Beddington SGT,,,,9.6,9.02,,,0.23808,0.0,0.23808,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2011-05-23,480.0,720.0,NA,Surrey,1965-04-01,535753,TQ3575365818,0.0,P-11-1137,South Eastern Power Networks (SPN),Croydon,E09000008,10,14.6,403.34,0.07,121.64,2026-11-26,165818,CR0 8TE,2,100%,COLD,SPN-S000000008484,SHIRLEY 33/11 KV,Primary Substation,33,"51.3751952897287, -0.0509485696209466",OFF VERDAYNE ROAD,SHIRLEY,0.0,0.0,0.0,0.0,CROYDON,"20, 20","24, 24",splice.estate.match
,,Worthing Grid A 33kV,,,,,,,,,,,,No,0.0,0.384,0.072,0.0,0.0,,,14.4,,,,,,15.0,14.544,Bolney SGT,,,,7.68,9.31,,,0.456,0.0,0.456,,15.0,20.0,15.0,20.0,,,,,,,,,,,,,,2016-05-10,1100.0,1104.0,3.27Ω 0.00Deg,West Sussex,1954-04-01,517175,TQ1717505126,0.0,ESL1520001-R01,South Eastern Power Networks (SPN),Adur,E07000223,7,10.3,636.07,0.2,-18.0,2031-11-26,105126,BN15 9UX,2,100%,HOT,SPN-S000000008487,SOMPTING 33KV,Primary Substation,33,"50.8338155196839, -0.337424259223254",ADJ TO BUSTICLE LANE,\N,176.8,776.8,670.3,837.9,SOMPTING,"15, 15","20, 20",swan.wipes.frost
,,Chelsfield Grid,,,,,,,,,,,,No,0.0,0.0,0.76944,0.0,1.2,,,19.2,,,,,,20.0,18.03056,Northfleet East,,,,7.49,8.64,,,0.76944,1.2,1.96944,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2021-03-24,480.0,720.0,46.80Ω 0.00Deg,Kent,1937-04-01,545163,TQ4516363971,0.0,ELP05286001-R01,South Eastern Power Networks (SPN),Bromley,E09000006,12.2,15,363.01,0.09,137.72,2037-11-26,163971,BR6 7EU,2,100%,COLD,SPN-S000000008489,SOUTH ORPINGTON 33KV,Primary Substation,33,"51.3562729226181, 0.0834037905754123",OFF SHIRE LANE,\N,225.0,436.6,342.5,460.0,ORPINGTON,"20, 20","24, 24",doing.every.steps
,,Hartley Grid 33kV,,,,,,,,,,,,No,0.0,0.6816,0.264,0.0,0.0,,,4.8,,,,,,5.5,4.5544,Ninfield SGT,,,,1.34,2.4,,,0.9456,0.0,0.9456,,11.0,15.0,5.0,7.0,,,,,,,,,,,,,,2016-08-03,720.0,720.0,0.44Ω 0.00Deg,Kent,1950-04-01,578012,TQ7801243928,0.0,ESL1520017-R01,South Eastern Power Networks (SPN),Maidstone,E07000110,3.6,4.5,387.81,0.12,90.22,2027-11-26,143928,TN12 0SU,2,"<100%,  15MVA",COLD,SPN-S000000008493,STAPLEHURST 33/6.6KV,Primary Substation,33,"51.1668948492003, 0.544750250259374",TO THE REAR OF DUCKHURST FARM,\N,95.8,467.0,336.7,490.7,STAPLEHURST,"11, 5","15, 7",huddling.crashing.watch
,,Leatherhead 132kV,,,,,,,,,,,,No,0.0,0.36,0.0,0.0,0.0,,,9.6,,,,,,10.0,9.64,West Weybridge SGT,,,,2.3,3.17,,,0.36,0.0,0.36,,10.0,13.0,10.0,13.0,,,,,,,,,,,,,,2017-04-27,360.0,660.0,0.83Ω 0.00Deg,Surrey,1958-04-01,515644,TQ1564457584,0.0,ESL1991020-R01,South Eastern Power Networks (SPN),Mole Valley,E07000210,7.6,9.7,364.26,0.06,138.53,2035-11-26,157584,KT22 7NT,2,100%,COLD,SPN-S000000008495,CERL 33/11KV,Primary Substation,33,"51.3056366806059, -0.342396176970815",RANDALLS PARK ROAD,\N,0.0,0.0,0.0,0.0,LEATHERHEAD,"10, 10","13, 13",goal.banana.agrees
,,Medway Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.048,0.0,0.0,,,9.6,,,,,,10.0,9.952,Kingsnorth SGT,,,,4.22,2.11,,,0.048,0.0,0.048,,10.0,13.0,10.0,13.0,,,,,,,,,,,,,,2016-06-01,240.0,240.0,1.04Ω 0.00Deg,Kent,1947-04-01,567408,TQ6740868511,0.0,ESL1520012-R01,South Eastern Power Networks (SPN),Gravesham,E07000109,5.6,10.8,196.35,0.15,59.7,2029-11-26,168511,DA12 3BP,2,100%,COLD,SPN-S000000008498,COBHAM (KENT) 33/11KV,Primary Substation,33,"51.390945857529, 0.404735298673781",COBHAM,\N,0.0,0.0,0.0,0.0,GRAVESEND,"10, 10","13, 13",truly.cloud.later
